0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
 10003167 ;AL ;ARAPIRACA ;Povoado Canaã ;RUA PROJETADA, N. 05, DOIS GALPÕES PARA DEPÓSITO ;20.510,00;350.000,00;94.14;Comercial, 0.00 de área total, 389.79 de área privativa, 542.12 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10003167,,,,,,,
 8444414159323 ;PB ;SANTA RITA ;LOTEAMENTO SOL NASCE ;RUA  JUSCELINO MOLA, N. 145, LT 22QD 02C ;129.571,00;125.000,00;0.00;Casa, 0.00 de área total, 66.58 de área privativa, 125.00 de área do terreno, WC, WC Emp, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414159323,
 8444413133800 ;PB ;SANTA RITA ;SANTA RITA ;RUA NAIR ALVES DA COSTA, N. 221, QD 39 LT 17A ;131.187,27;125.000,00;0.00;Casa, 0.00 de área total, 65.26 de área privativa, 132.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413133800
 8444419325981 ;PB ;SANTA RITA ;CENTRO ;RUA DEPUTADO INACIO BENTO, N. 61A, 61A ;139.172,96;130.000,00;0.00;Casa, 0.00 de área total, 69.40 de área privativa, 150.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419325981,
 8444415752699 ;PB ;SANTA RITA ;LOTEAMENTO EITEL SAN ;AVENIDA ANGOLA, N. 411 C, LOTE  8A1  QUADRA 4A ;123.424,84;115.000,00;0.00;Casa, 0.00 de área total, 66.65 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415752699
 8444410834573 ;PB ;SANTA RITA ;CENTRO ;RUA  MAESTRO PEDRO DOS SANTOS, N. 53, Apto 101, LOTE 38 QUADRA 15B ;128.190,74;104.500,00;0.00;Apartamento, 0.00 de área total, 51.18 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410834573,
 8444408000210 ;PB ;SANTA RITA ;VALE DE SANTA RITA ;RUA PROJETADA N, N. 132, CASA 01 ;144.601,22;116.000,00;0.00;Casa, 49.17 de área total, 49.17 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408000210
 1444406697470 ;PB ;SAO JOSE DE PIRANHAS ;LOT EBENEZER ;RUA PROJETADA, N. S/N, QD A, LTS 06 AO 12, QD C LTS 01 AO 03 ;96.859,80;162.000,00;40.21;Terreno, 0.00 de área total, 0.00 de área privativa, 1229.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406697470,,,,,
 8444407163868 ;PB ;SAPE ;LOT. SAO JOAO ;RUA  PROJETADA, N. SN, LT 07 QD B ;124.000,00;124.000,00;0.00;Casa, 60.90 de área total, 60.90 de área privativa, 180.00 de área do terreno,  2 qto(s), 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407163868,,
 8444405805056 ;PB ;SAPE ;CENTRO ;RUA JOSE KELTON PEREIRA GOMES ANTIGA PROJETADA, N. SN, LT 08A QD F ;121.580,02;121.580,02;0.00;Casa, 0.00 de área total, 64.45 de área privativa, 137.85 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405805056,,
 8444407239325 ;PB ;SAPE ;PORTAL DE SAPE ;RUA 07 PROJETADA, N. 0, QD08 LT20 ;70.745,56;70.500,00;0.00;Casa, 0.00 de área total, 50.00 de área privativa, 250.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407239325,,
 10173320 ;PB ;SOLEDADE ;ALTO SAO JOSE ;RUA RAIMUNDA MENDONÇA DE QUEIROZ, N. SN ;112.000,00;86.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 158.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10173320,,,,,,,,
 8787706624070 ;PB ;SOUSA ;GATO PRETO ;RUA  JOAO FERREIRA LUCIO, N. 17, Apto 101 ;89.600,00;128.000,00;30.00;Apartamento, 65.55 de área total, 65.55 de área privativa, 76.15 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706624070,
 8444412030439 ;PB ;SUME ;CENTRO ;RUA PROJETADA VL-10, N. SN, LT 225 (REF. LT 06 A9) QD 21 ;41.624,50;85.000,00;51.03;Casa, 0.00 de área total, 66.41 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412030439,
 1444405939780 ;PB ;SUME ;VARZEA REDONDA ;RUA VITALINO TEIXEIRA DE VASCONCELOS, N. 58 ;112.403,99;174.000,00;35.41;Casa, 0.00 de área total, 177.80 de área privativa, 113.40 de área do terreno,  4 qto(s), a.serv, WC, 3 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405939780,,
 10171515 ;PB ;TAVARES ;CENTRO ;RUA JOÃO BERNARDINO, N. 00, Apto 101, 1º ANDAR ;90.000,00;90.000,00;0.00;Apartamento, 0.00 de área total, 55.23 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171515,,,,,,
 10171516 ;PB ;TAVARES ;CENTRO ;RUA JOÃO BERNARDINO, N. 00, Apto 102, 1º ANDAR ;91.000,00;91.000,00;0.00;Apartamento, 0.00 de área total, 47.39 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171516,,,,,,
 8444401615341 ;SC ;AGROLANDIA ;CENTRO ;RUA CARLOS RICARDO MAX SIEGEL N 465 01, N. 465 ;165.000,00;165.000,00;0.00;Casa, 0.00 de área total, 73.20 de área privativa, 147.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401615341,,,
 8444405342056 ;SC ;ARARANGUA ;POLICIA RODOVIARIA ;RUA MAURICIO JOAO SOARES N 652 ESQ RUA PORFIRIO BE, N. 652, A D 09 E ;202.000,00;202.000,00;0.00;Casa, 0.00 de área total, 69.98 de área privativa, 360.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405342056,,,,,,,
 8444424402654 ;SC ;ARARANGUA ;POLICIA RODOVIARIA ;RUA REGIS BITENCOURT, N. 563, LT 10 QD A ;160.000,00;160.000,00;0.00;Casa, 0.00 de área total, 42.50 de área privativa, 403.08 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424402654,,,
 8444417926252 ;SC ;ARARANGUA ;SANGA DA AREIA ;RUA ANTONIO PEREIRA ANTIGA PROJETADA A, N. 96, QD C LT 06 ;295.000,00;295.000,00;0.00;Casa, 0.00 de área total, 57.05 de área privativa, 300.11 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417926252,,,,,,,
 8444422183874 ;SC ;ARARANGUA ;CAVERAZINHO ;RUA ALMERINDO VALNIER, N. 233 ;195.000,00;195.000,00;0.00;Casa, 0.00 de área total, 58.15 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422183874,,,,
 8444422642321 ;SC ;ARARANGUA ;SANTA BARBARA ;RUA ZAIRA DE OLIVEIRA GRANEMANN, N. 115, LOTE 11  QUADRA 03 ;176.000,00;176.000,00;0.00;Casa, 0.00 de área total, 50.00 de área privativa, 300.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422642321,,,
 8444424510465 ;SC ;ARARANGUA ;SANGA DA TOCA 1A ;RUA PRINCESA, N. 433, LT 04 QD 10 ;185.000,00;185.000,00;0.00;Casa, 0.00 de área total, 51.00 de área privativa, 300.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424510465,,,
 1444414218240 ;SC ;ARARANGUA ;SANGA DA TOCA ;RUA ROSA MARIA CARLOTA COSTA N 313 313, N. 313, LOTE ;149.402,00;145.000,00;0.00;Casa, 0.00 de área total, 45.00 de área privativa, 304.19 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414218240,,,
 10141322 ;SC ;ASCURRA ;ASCURRA ;RUA DANTE ZONTA (ANTIGA RUA PM-65), N. 281 ;1.116.500,00;2.030.000,00;45.00;Galpão, 0.00 de área total, 1818.00 de área privativa, 7828.20 de área do terreno, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10141322,,,,
 8444425444687 ;SC ;BALNEARIO ARROIO DO SILVA ;PARTE SUL ARARANGUA ;RUA  AGENOR JOAQUIM MATTOS, N. 1288, LOTE 01 DA QUADRA 29 ;144.249,73;140.000,00;0.00;Casa, 0.00 de área total, 40.03 de área privativa, 336.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425444687,,,
 8444418877638 ;SC ;BARRA VELHA ;QUINTA DOS ACORIANOS ;RUA DAS TRES NAUS, N. 181, CS 01 ;214.000,00;214.000,00;0.00;Casa, 0.00 de área total, 49.13 de área privativa, 61.56 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418877638,,,,,,,
 8444400501717 ;SC ;BARRA VELHA ;CENTRO ;RUA FRANCISCO DE PAULA ANTUNES CORREA, N. 1617, CS 03 ;177.749,74;155.000,00;0.00;Casa, 0.00 de área total, 45.85 de área privativa, 95.80 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400501717,,,,,
 8555518664794 ;SC ;BARRA VELHA ;SÃO CRISTÓVÃO ;RUA HERCULINA RODRIGUES DE AFELES, N. 724, CS 03 ;200.000,00;156.000,00;0.00;Casa, 0.00 de área total, 49.57 de área privativa, 104.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555518664794,,,
 8444420819186 ;SC ;BIGUACU ;FUNDOS ;RUA HOMERO DE MIRANDA GOMES, N. 829, Apto 203, BL 11 VAGA 05 ;166.400,00;166.400,00;0.00;Apartamento, 0.00 de área total, 45.61 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420819186,,,,,
 1444402076799 ;SC ;BLUMENAU ;BADENFURT ;RUA BERTHA STRUTZ, N. 106 ;323.000,00;323.000,00;0.00;Casa, 0.00 de área total, 99.89 de área privativa, 578.60 de área do terreno,  4 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402076799,,,
 8555537945477 ;SC ;BLUMENAU ;ITOUPAVAZINHA ;RUA FREDERICO JENSEN, N. 2440, Apto 906, BLOCO 01 ;250.000,00;250.000,00;0.00;Apartamento, 0.00 de área total, 62.69 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537945477,,,,,
 10169538 ;SC ;BLUMENAU ;VORSTADT ;RUA ITAJAI, N. 1617 ;6.687.000,00;2.580.000,00;0.00;Galpão, 0.00 de área total, 664.34 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10169538,,,,,,,,
 10171276 ;SC ;BRACO DO NORTE ;SÃO FCO DE ASSIS ;RUA ISMAURINA ELISEU DEMETRIO, N. 00 ;305.000,00;305.000,00;0.00;Casa, 0.00 de área total, 90.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171276,,,,,,,,
 8444401037232 ;SC ;BRUSQUE ;CEDRINHO ;TRAVESSA DOM JOAQUIM, N. 370, UNIDADE 11 ;78.650,00;143.000,00;45.00;Terreno, 0.00 de área total, 0.00 de área privativa, 224.70 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401037232,,,,,,
 8787702571486 ;SC ;CAIBI ;Centro ;RUA TEREZINHA LUCIA Z DISEGNA, N. 588, LOTE 11 QUADRA 05 ;130.000,00;130.000,00;0.00;Casa, 0.00 de área total, 46.03 de área privativa, 220.18 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702571486,,,,,
 8787704865070 ;SC ;CAPIVARI DE BAIXO ;Santa Lucia ;RUA JOAO ERNESTO RAMOS, N. 1063, Apto 4, BLOCO B ;191.330,00;167.000,00;0.00;Apartamento, 0.00 de área total, 52.89 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704865070,,,,,
 8444404166440 ;SC ;CAPIVARI DE BAIXO ;BAIRRO VILA FLOR ;RUA SEBASTIAO PEDRO FLOR N10 QDB LT30 CS1 GEMINADA, N. 10, QDB LT30 ;181.330,00;130.000,00;0.00;Casa, 0.00 de área total, 54.76 de área privativa, 286.27 de área do terreno,  1 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404166440,,,,
 8444421491249 ;SC ;CHAPECO ;SANTO ANTONIO ;RUA  BELONI TROMBETA ZANIN, N. 897  E, CS 01 ;168.000,00;280.000,00;40.00;Casa, 60.00 de área total, 60.00 de área privativa, 180.04 de área do terreno,  2 qto(s), 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421491249,,,
 8085320100017 ;SC ;COCAL DO SUL ;Vila Nova ;AVENIDA ITALIA, N. 104 ;250.000,00;250.000,00;0.00;Casa, 0.00 de área total, 70.00 de área privativa, 353.28 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8085320100017,,,
 8444422442268 ;SC ;CONCORDIA ;NOVA BRASILIA ;RUA RAMOS DA CRUZ, N. 250 ;62.337,00;110.000,00;43.33;Casa, 30.00 de área total, 30.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422442268,,,,
 8444408594862 ;SC ;CORDILHEIRA ALTA ;CONJUNTO RESIDENCIAL ;RUA A QUADRA 03 LOTE 07 01 PAVIMENTO, N. 0, QD03 LT07 ;150.000,00;142.700,00;0.00;Casa, 0.00 de área total, 42.70 de área privativa, 274.25 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408594862,,,,,,,
 10008669 ;SC ;CRICIUMA ;SANGAO ;RUA PASCOAL BORSATTO, N. 74 ;1.287.000,00;2.340.000,00;45.00;Comercial, 0.00 de área total, 1836.15 de área privativa, 14081.30 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10008669,,,,,,,,
 8444408457849 ;SC ;CRICIUMA ;SAO SEBASTIAO ;RUA LAURO MERENCIO, N. 11 ;123.767,28;218.400,00;43.33;Casa, 91.87 de área total, 91.87 de área privativa, 360.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408457849,,,
 8444404270140 ;SC ;CRICIUMA ;DOS IMIGRANTES ;RUA SETE DE MAIO, N. 65, LOTE 09 QD02 ;168.000,00;168.000,00;0.00;Casa, 0.00 de área total, 47.15 de área privativa, 324.38 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404270140,,,
 8555527817581 ;SC ;CRICIUMA ;DOS IMIGRANTES ;RUA IGNACIO STAKOWISKI ANTIGA RUA DOMINGOS DE VILL, N. SN, Apto 403, BL 8 PAV 4 ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 55.53 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527817581,,,,,
 1444418162770 ;SC ;CRICIUMA ;LOTE SEIS ;RUA SILVESTRE SERAFIM, N. 298, AREA 02 ;950.000,00;950.000,00;0.00;Casa, 0.00 de área total, 336.85 de área privativa, 342.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418162770,,,
 17830 ;SC ;CRICIUMA ;METROPOL ;RUA CARLOS DE AMORIM RIBEIRO, N. S/N ;1.068.000,00;1.068.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 38340.44 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=17830,,,,,,,,
 8444406894532 ;SC ;CRICIUMA ;METROPOL ;RUA ALVARO COLOMBO N 348 QD30 LT3, N. 348, QD30 LT3 ;172.000,00;172.000,00;0.00;Casa, 0.00 de área total, 69.83 de área privativa, 420.00 de área do terreno,  1 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406894532,,,,
 8787701459585 ;SC ;CRICIUMA ;LARANJINHA ;RUA CAETANO RONCHI, N. 0, Apto 204 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 43.86 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701459585,,,,,,,
 1444411099062 ;SC ;CRICIUMA ;JARDIM MARISTELA ;AVENIDA GILIO BURIGO N 853 853 297LOTE 297 LOTEAME, N. 853, LOT ;560.000,00;560.000,00;0.00;Casa, 0.00 de área total, 222.58 de área privativa, 468.00 de área do terreno,  3 qto(s), WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411099062,,,
 8444415026106 ;SC ;CRICIUMA ;ANA MARIA ;RUA ISMAEL MARIA, N. 485, QD02 LT09 ;223.000,00;223.000,00;0.00;Casa, 0.00 de área total, 67.00 de área privativa, 324.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415026106,,,
 8555526898588 ;SC ;CRICIUMA ;ANA MARIA ;RUA VERGINIO CONTI, N. 1085, Apto 203, BL 05 ;135.000,00;135.000,00;0.00;Apartamento, 0.00 de área total, 42.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526898588,,,,
 8787706992621 ;SC ;CRICIUMA ;RIO MAINA ;RUA LIBANO JOSE GOMES, N. 885, Apto 402, BL 13 ;132.000,00;132.000,00;0.00;Apartamento, 0.00 de área total, 41.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706992621,,,
 8041500521175 ;SC ;CRICIUMA ;SAO LUIZ ;AVENIDA SANTOS DUMONT, N. 1625, Apto 44, BLOCO A ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 59.73 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8041500521175,,,,,,
 8555506912054 ;SC ;CRICIUMA ;SANTA LUZIA ;RUA AMADEU GONCALVES DIAS, N. 140, Q 01 L 12 ;175.000,00;175.000,00;0.00;Casa, 0.00 de área total, 50.28 de área privativa, 312.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555506912054,,,
 8444425166008 ;SC ;CRICIUMA ;SANTO ANTONIO ;RUA VIRGINIA DA LUZ BERNARDA, N. 196, Apto 103, BL 02 ;165.000,00;165.000,00;0.00;Apartamento, 0.00 de área total, 50.78 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425166008,,,,,
 8555534418433 ;SC ;CRICIUMA ;SANTO ANTONIO ;RUA VIRGINIA DA LUZ BERNARDA, N. SN, Apto 202, BLOCO 04 ;195.000,00;195.000,00;0.00;Apartamento, 0.00 de área total, 64.16 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534418433,,,,,,
 1444413716948 ;SC ;CRICIUMA ;MINA UNIAO ;RUA HERMINIO DE SOUZA, N. 115, LOTE 2 ;242.000,00;242.000,00;0.00;Casa, 0.00 de área total, 79.65 de área privativa, 329.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413716948,,,
 8787704484203 ;SC ;CRICIUMA ;MINA UNIAO ;RUA LIBANO JOSE GOMES, N. 885, Apto 203, BL 14 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 41.12 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704484203,,,,,
 8555515368752 ;SC ;CURITIBANOS ;São Luiz ;RODOVIA CURITIBANOS-CACADOR, CASA 09 ;62.960,00;100.000,00;37.04;Casa, 61.56 de área total, 47.00 de área privativa, 109.34 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555515368752,,,
 1444401495496 ;SC ;FLORIANOPOLIS ;CANASVIEIRAS ;RODOVIA VIRGILIO VARZEA, N. 4654, Apto 102, BL 4 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 49.98 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401495496,,,,,
 10174423 ;SC ;FLORIANOPOLIS ;ITACORUBI ;RUA BARAUNA, N. 154 ;1.201.000,00;1.201.000,00;0.00;Casa, 0.00 de área total, 256.55 de área privativa, 405.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10174423,,,,,,,,
